+1,ＪＩＣＡ,国際協力事業団
+1,Ｕ—１９,１９歳以下
+1,確定拠出型年金,４０１Ｋ
+1,ペレストロイカ,立て直し
+1,特定非営利活動促進法案,ＮＰＯ法案
+1,ドナー,提供者
+1,インターネット閲覧ソフト,ブラウザー
+1,Ｋｉｒｏｒｏ,キロロ
+1,Ｇ８,主要８カ国
+1,環境影響評価,アセスメント
+1,ジハード,聖戦
+1,Ｊリーグ２部,Ｊ２
+1,ＮＰＯ法,特定非営利活動促進法
+1,通信衛星,ＣＳ
+1,ＧＨＱ,連合国軍総司令部
+1,反トラスト法,独禁法
+1,意思表示カード,ドナーカード
+1,鉄道員,ぽっぽや
+1,リテール,小口取引
+1,ラマダン,断食月
+1,ＣＳ,通信衛星
+1,パレスチナ暫定自治合意,オスロ合意
+1,マーストリヒト条約,欧州連合条約
+1,シドニー五輪組織委員会,ＳＯＣＯＧ
+1,経済革命倶楽部,ＫＫＣ
+1,国連兵力引き離し監視軍,ＵＮＤＯＦ
+1,バンコマイシン耐性腸球菌,ＶＲＥ
+1,転換社債,ＣＢ
+1,共同運航,コードシェアリング
+1,特種用途車,８ナンバー
+1,レシピエント,移植を受ける患者
+1,国際熱核融合実験炉,ＩＴＥＲ
+1,ロールス・ロイス,ＲＲ
+1,溶血性尿毒症症候群,ＨＵＳ
+1,国際放射線防護委員会,ＩＣＲＰ
+1,ドラフト,新人選手選択
+1,長銀,日本長期信用銀行
+1,低用量ピル,経口避妊薬
+1,ディスクロージャー,経営情報の開示
+1,自動列車制御装置,ＡＴＣ
+1,弾道ミサイル防衛,ＢＭＤ
+1,統合サービスデジタル網,ＩＳＤＮ
+1,ＩＴＳ,高度道路交通システム
+1,国際ボクシング連盟,ＩＢＦ
+1,債権管理回収業,サービサー
+1,欧州サッカー連盟,ＵＥＦＡ
+1,緊急輸入制限,セーフガード
+1,クロイツフェルト・ヤコブ病,ＣＪＤ
+1,国際スケート連盟,ＩＳＵ
+1,アジア医師連絡協議会,ＡＭＤＡ
+1,国際児童図書評議会,ＩＢＢＹ
+1,ＧＥキャピタル,ＧＥＣ
+1,ＫＥＤＯ,朝鮮半島エネルギー開発機構
+1,自由アチェ運動,ＧＡＭ
+1,多国間投資協定,ＭＡＩ
+1,確定拠出型年金,日本版４０１Ｋ
+1,日本ボクシングコミッション,ＪＢＣ
+1,貯蓄貸付組合,Ｓ＆Ｌ
+1,ＡＰＳ,新写真システム
+1,日本貿易振興会,ＪＥＴＲＯ
+1,ＡＩＢＯ,アイボ
+1,気候変動に関する政府間パネル,ＩＰＣＣ
+1,米連邦航空局,ＦＡＡ
+1,米連邦取引委員会,ＦＴＣ
+1,先進７カ国蔵相代理会合,Ｇ７Ｄ
+1,小口取引,リテール
+1,国際競技連盟,ＩＦ
+1,国家平和発展評議会,ＳＰＤＣ
+1,無段変速機,ＣＶＴ
+1,ＣＴ,コンピューター断層撮影
+1,韓国中央情報部,ＫＣＩＡ
+1,日本交通公社,ＪＴＢ
+1,パレスチナ民族評議会,ＰＮＣ
+1,タミル・イーラム解放のトラ,ＬＴＴＥ
+1,ＮＡＳＡ,米航空宇宙局
+1,東京美術学校,現東京芸大
+1,政府短期証券,ＦＢ
+1,関税貿易一般協定,ガット
+1,平和安定化部隊,ＳＦＯＲ
+1,レセプト,診療報酬明細書
+1,南アジア地域協力連合,ＳＡＡＲＣ
+1,エアーニッポン,ＡＮＫ
+1,米国オリンピック委員会,ＵＳＯＣ
+1,西欧同盟,ＷＥＵ
+1,米国立衛生研究所,ＮＩＨ
+1,東京通信ネットワーク,ＴＴＮｅｔ
+1,乳幼児突然死症候群,ＳＩＤＳ
+1,米連邦通信委員会,ＦＣＣ
+1,極東国際軍事裁判,東京裁判
+1,南米選手権,コパ・アメリカ
+1,イスラム諸国会議機構,ＯＩＣ
+1,景気動向指数,ＤＩ
+1,最高執行責任者,ＣＯＯ
+1,日本フットボールリーグ,ＪＦＬ
+1,北海道国際航空,エア・ドゥ
+1,クラッカー,不正アクセス者
+1,湾岸協力会議,ＧＣＣ
+1,ＴＦＴ,薄膜トランジスタ
+1,英国放送協会,ＢＢＣ
+1,グローバリゼーション,地球規模化
+1,ＦＡ,フリーエージェント
+1,米プロバスケットボール協会,ＮＢＡ
+1,重要無形文化財保持者,人間国宝
+1,「インターシティー・エクスプレス」,ＩＣＥ
+1,南部共同市場,メルコスル
+1,整理回収銀行,ＲＣＢ
+1,ＮＥＣデビスカップ,デ杯
+1,日米安全保障協議委員会,２プラス２
+1,国連コソボ暫定統治機構,ＵＮＭＩＫ
+1,概算要求基準,シーリング
+1,国際刑事裁判所,ＩＣＣ
+1,トゥパク・アマル革命運動,ＭＲＴＡ
+1,早期自主的分野別自由化,ＥＶＳＬ
+1,シェア,占有率
+1,国家安全保障局,ＮＳＡ
+1,ＢＩＳ,国際決済銀行
+1,デフォルト,債務不履行
+1,高度道路交通システム,ＩＴＳ
+1,アフリカ民族会議,ＡＮＣ
+1,ジェノサイド,大量虐殺
+1,ドナー,骨髄液提供者
+1,ＡＭＤＡ,アジア医師連絡協議会
+1,メチシリン耐性黄色ブドウ球菌,ＭＲＳＡ
+1,ディスクロージャー,情報開示
+1,英国核燃料会社,ＢＮＦＬ
+1,日本工業規格,ＪＩＳ
+1,コマーシャルペーパー,ＣＰ
+1,国際陸連,ＩＡＡＦ
+1,ミニマムアクセス,最低輸入義務
+1,介護支援専門員,ケアマネジャー
+1,国際自然保護連合,ＩＵＣＮ
+1,ＮＨＬ,北米アイスホッケーリーグ
+1,ＭＰＵ,超小型演算処理装置
+1,海外経済協力基金,ＯＥＣＦ
+1,広東国際信託投資公司,ＧＩＴＩＣ
+1,シアン化カリウム,青酸カリ
+1,国際エネルギー機関,ＩＥＡ
+1,全国高校総合体育大会,インターハイ
+1,レジャー用多目的車,ＲＶ
+1,ニューヨーク証券取引所,ＮＹＳＥ
+1,内分泌かく乱物質,環境ホルモン
+1,ＰＫＯ,株価維持策
+1,宇宙開発事業団,ＮＡＳＤＡ
+1,ロングターム・キャピタル・マネジメント,ＬＴＣＭ
+1,査証,ビザ
+1,調査書,内申書
+1,短期国債,ＴＢ
+1,アンゴラ全面独立民族同盟,ＵＮＩＴＡ
+1,パリ国立銀行,ＢＮＰ
+1,強制調査,査察
+1,統一マレー国民組織,ＵＭＮＯ
+1,整理回収機構,ＲＣＣ
+1,米海洋大気局,ＮＯＡＡ
+1,ＰＦＩ,プライベート・ファイナンス・イニシアチブ
+1,北米アイスホッケーリーグ,ＮＨＬ
+1,気候変動枠組み条約第３回締約国会議,地球温暖化防止京都会議
+1,国際バレーボール連盟,ＦＩＶＢ
+1,国連カンボジア暫定統治機構,ＵＮＴＡＣ
+1,ＡＳＥＡＮ自由貿易地域,ＡＦＴＡ
+1,全日本スキー連盟,ＳＡＪ
+1,ポリカーボネート,ＰＣ
+1,アミロイド・ポリ・ニューロパシー,ＦＡＰ
+1,カルテ,診療録
+1,簡易型携帯電話,ＰＨＳ
+1,長期プライムレート,最優遇貸出金利
+1,アルスター統一党,ＵＵＰ
+1,欧州復興開発銀行,ＥＢＲＤ
+1,包容政策,太陽政策
+1,ＣＣＤ,電荷結合素子
+1,特別目的会社,ＳＰＣ
+1,ＭＲＳＡ,メチシリン耐性黄色ブドウ球菌
+1,臨床的脳死診断,仮の脳死判定
+1,国際刑事警察機構,ＩＣＰＯ
+1,ドイモイ,刷新
+1,ドーピング,薬物使用
+1,株主資本利益率,ＲＯＥ
+1,国際捕鯨委員会,ＩＷＣ
+1,ＣＯＯ,最高執行責任者
+1,ＤＶＤ,デジタル多用途ディスク
+1,ポリ塩化ビフェニール,ＰＣＢ
+1,日本国際ボランティアセンター,ＪＶＣ
+1,耐容１日摂取量,ＴＤＩ
+1,国連東ティモール暫定統治機構,ＵＮＴＡＥＴ
+1,ｉＭａｃ,アイマック
+1,Ｍ＆Ａ,合併・買収
+1,率,％
+1,フェデラル・ファンド,ＦＦ
+1,ＭＭＦ,マネー・マネジメント・ファンド
+1,国際民間航空機関,ＩＣＡＯ
+1,春節,旧正月
+1,最恵国待遇,ＭＦＮ
+1,ゼネラル・エレクトリック,ＧＥ
+1,ＮＩＥ,教育に新聞を
+1,浮遊粒子状物質,ＳＰＭ
+1,米本土ミサイル防衛,ＮＭＤ
+1,システムＬＳＩ,大規模集積回路
+1,国連環境計画,ＵＮＥＰ
+1,国際電気通信連合,ＩＴＵ
+1,２００５年日本国際博覧会,愛知万博
+1,日本貿易振興会,ジェトロ
+1,ブリティッシュ・テレコム,ＢＴ
+1,スーパーリージョナルバンク,大型地域銀行
+1,国連開発計画,ＵＮＤＰ
+1,日本高速通信,テレウェイ
+1,国際柔道連盟,ＩＪＦ
+1,アジア・サッカー連盟,ＡＦＣ
+1,欧州通貨機構,ＥＭＩ
+1,全米証券業協会,ＮＡＳＤ
+1,ＩＣ,集積回路
+1,ミサイル関連技術輸出規制,ＭＴＣＲ
+1,スポーツ振興投票,サッカーくじ
+1,Ｇ７,先進７カ国蔵相・中央銀行総裁会議
+1,アフリカ統一機構,ＯＡＵ
+1,国家安全保障会議,ＮＳＣ
+1,国際電信電話,ＫＤＤ
+1,ＪＴＢ,日本交通公社
+1,確定拠出型年金,日本版４０１ｋ
+1,ソフトランディング,軟着陸
+1,アカウンタビリティー,説明責任
+1,国際労働機関,ＩＬＯ
+1,国連食糧農業機関,ＦＡＯ
+1,アジア開発銀行,ＡＤＢ
+1,ケーブル・アンド・ワイヤレス,Ｃ＆Ｗ
+1,女子テニス協会,ＷＴＡ
+1,日米物品役務相互提供協定,ＡＣＳＡ
+1,ポールポジション,ＰＰ
+1,アジア・オリンピック評議会,ＯＣＡ
+1,スキーム,枠組み
+1,プロバイダー,接続業者
+1,世界食糧計画,ＷＦＰ
+1,ラージヒル,Ｋ点１２０メートル
+1,国連タジキスタン監視団,ＵＮＭＯＴ
+1,米食品医薬品局,ＦＤＡ
+1,弾道弾迎撃ミサイル,ＡＢＭ
+1,フォルクスワーゲン,ＶＷ
+1,ＤＶＤ,デジタル・ビデオ・ディスク
+1,整理回収機構,日本版ＲＴＣ
+1,米国際貿易委員会,ＩＴＣ
+1,米証券取引委員会,ＳＥＣ
+1,新ラウンド,多角的貿易交渉
+1,独立国家共同体,ＣＩＳ
+1,最優秀選手,ＭＶＰ
+1,ドーピング,禁止薬物使用
+1,国際スキー連盟,ＦＩＳ
+1,特定非営利活動促進法,ＮＰＯ法
+1,イタリア１部リーグ,セリエＡ
+1,ショートプログラム,ＳＰ
+1,多角的貿易交渉,新ラウンド
+1,国際デジタル通信,ＩＤＣ
+1,ＩＳＤＮ,統合サービスデジタル網
+1,国民民主連盟,ＮＬＤ
+1,世界ボクシング評議会,ＷＢＣ
+1,ＢＳ,放送衛星
+1,パレスチナ解放機構,ＰＬＯ
+1,日本移動通信,ＩＤＯ
+1,臓器提供者,ドナー
+1,２２歳以下,Ｕ２２
+1,Ｍ＆Ａ,企業の合併・買収
+1,ＰＣＢ,ポリ塩化ビフェニール
+1,米中央情報局,ＣＩＡ
+1,総合建設会社,ゼネコン
+1,石油輸出国機構,ＯＰＥＣ
+1,ゼネラル・モーターズ,ＧＭ
+1,第二電電,ＤＤＩ
+1,混合酸化物,ＭＯＸ
+1,アイルランド共和軍,ＩＲＡ
+1,日本エアシステム,ＪＡＳ
+1,国際協力事業団,ＪＩＣＡ
+1,国際決済銀行,ＢＩＳ
+1,クルド労働者党,ＰＫＫ
+1,ＲＶ,レジャー用多目的車
+1,日米特別行動委員会,ＳＡＣＯ
+1,ゼネコン,総合建設会社
+1,ミレニアム,千年紀
+1,サミット,主要国首脳会議
+1,国連難民高等弁務官事務所,ＵＮＨＣＲ
+1,ダンピング,不当廉売
+1,ＰＨＳ,簡易型携帯電話
+1,欧州中央銀行,ＥＣＢ
+1,アジア欧州会議,ＡＳＥＭ
+1,マグニチュード,Ｍ
+1,全欧安保協力機構,ＯＳＣＥ
+1,主要国首脳会議,サミット
+1,米通商代表部,ＵＳＴＲ
+1,ブリッジバンク,つなぎ銀行
+1,核拡散防止条約,ＮＰＴ
+1,国連大量破壊兵器廃棄特別委員会,ＵＮＳＣＯＭ
+1,戦域ミサイル防衛,ＴＭＤ
+1,主要８カ国,Ｇ８
+1,朝鮮半島エネルギー開発機構,ＫＥＤＯ
+1,環境ホルモン,内分泌かく乱物質
+1,先進７カ国蔵相・中央銀行総裁会議,Ｇ７
+1,日本版ビッグバン,金融制度改革
+1,サハリン,樺太
+1,社会党,現社民党
+1,ビルマ,現ミャンマー
+1,ＣＤ—ＲＯＭ,コンパクトディスク利用の読み出し専用メモリー
+1,ムンバイ,ボンベイ
+1,スーパー３０１条,不公正貿易慣行国への制裁条項
+1,ベクター,遺伝子の運び屋
+1,ＯＥＭ,相手先ブランドによる受託生産
+1,コンゴ民主共和国,旧ザイール
+1,インフォームド・コンセント,十分な説明に基づく同意
+1,リストラ,事業の再構築
+1,公害健康被害補償法,公健法
+1,日本証券業協会,日証協
+1,塩化ビニール,塩ビ
+1,防衛庁技術研究本部,技本
+1,日本電子工業振興協会,電子協
+1,日本原子力研究所,原研
+1,健康保険組合連合会,健保連
+1,日本自動車販売協会連合会,自販連
+1,日本民間放送連盟,民放連
+1,企業短期経済観測調査,短観
+1,大規模小売店舗法,大店法
+1,住宅金融債権管理機構,住管機構
+1,警察庁科学警察研究所,科警研
+1,大学入学資格検定,大検
+1,原水爆禁止日本協議会,原水協
+1,日本報道写真連盟,日報連
+1,海峡交流基金会,海基会
+1,自動車損害賠償責任,自賠責
+1,全国銀行協会連合会,全銀協
+1,在日本朝鮮人総連合会,朝鮮総連
+1,全国農業協同組合中央会,全中
+1,破壊活動防止法,破防法
+1,海峡両岸関係協会,海協会
+1,核燃料サイクル開発機構,核燃機構
+1,全国人民代表大会,全人代
+1,財政構造改革法,財革法
+1,国家安全企画部,安企部
+1,住専,住宅金融専門会社
+1,旧住宅金融専門会社,住専
+1,防衛庁調達実施本部,調本
+1,日本長期信用銀行,長銀
+1,全国人民代表大会,全人代
+1,核燃料サイクル開発機構,サイクル機構
+1,在日本大韓民国民団,民団
+1,原水爆禁止日本国民会議,原水禁
+1,日本原子力発電,原電
+1,動力炉・核燃料開発事業団,動燃
-1,省,８日
-1,Ｃ,上位
-1,0,昭島市
-1,0,荒川区
-1,」,王監督
-1,」,７０年
-1,踵,かかと
-1,。,専修（３
-1,」,政府高官
-1,」,ほるぷ出版
-1,」,大手銀幹部
-1,」,１９８８年
-1,0,多摩川クラブ
-1,に,２８ポイント
-1,へ,３４ポイント
-1,」,事務局・大阪市
-1,」,平和・改革幹部
-1,。,東銀座・東劇ほか
-1,」,青木幹雄官房長官
-1,▽,６月２６日就任予定
-1,＞,柊書房・２５００円
-1,。,日比谷シャンテ・シネ
-1,＞,角川書店・２７００円
-1,＞,短歌研究社・２５００円
-1,。,科学ジャーナリスト・西尾岳
-1,展,毎日新聞社、財団法人毎日書道会主催
-1,」,毎日新聞社会部編、本体価格３０００円
-1,。,財団法人・生命保険文化センター生活情報室
-1,コア,核
-1,に溺,おぼ
-1,市長,新潟県
-1,全貌,ぜんぼう
-1,狼狽,ろうばい
-1,退職,待命大使
-1,さん,推定５３歳
-1,歪曲,わいきょく
-1,した,証券取引法違反
-1,包丁,刃渡り約２０センチ
-1,・著,集英社文庫　４９５円
-1,・著,集英社文庫　５７１円
-1,▽鳳蘭,女優
-1,の残滓,ざんし
-1,青山〓,やすし
-1,◇宮城,県営宮城
-1,◇山梨,県営小瀬
-1,◇岩手,県営野球場
-1,【西安,中国陝西省
-1,シェア,市場占有率
-1,経団連,今井敬会長
-1,日・ロ,東１３：３０
-1,日午前,日本時間同夜
-1,長崎市,三菱重工長崎
-1,◇近畿,和歌山県営紀三井寺
-1,▽阿久悠,作詞家
-1,◇検定前,申請本
-1,◇検定後,見本本
-1,後半距離,１５キロ
-1,1898,明治３１
-1,1956,昭和３１
-1,最優秀作,内閣総理大臣賞
-1,乙武洋匡,おとたけひろただ
-1,小西照子,京都市、２６歳、家事手伝い、競馬歴２年
-1,（４）野茂,米ド
-1,ＮＴＴ関東,関東
-1,▽篠田正浩,映画監督
-1,0,ＮＴＴ西日本
-1,【クマノボ,マケドニア北部
-1,競艇のＳＧ,スペシャル・グレード
-1,旧福徳銀行,現なみはや銀行、本店・大阪市
-1,◇上昇銘柄◇,数字は％
-1,日、東京地裁,中山隆夫裁判長
-1,◇下落銘柄◇,同、▼はマイナス
-1,　丸谷才一著,新潮社・３６００円
-1,松下電池工業,本社・大阪府守口市
-1,＝ナビオシネ,０６・６３１６・１３１８
-1,▽五百メートル,１回目
-1,【エクスレバン,フランス東部
-1,金融再生委員会,越智通雄委員長
-1,師匠の九重親方,元横綱千代の富士
-1,オーバルホール,大阪市北区梅田３の４の５
-1,。喪主は妻百合子,ゆりこ
-1,「ギャンブル宝典」,発売／英知出版・定価／５００円
-1,自民党の小渕恵三総裁,外相
-1,▽副会長の田中孝昭さん,同５３歳
-1,男子テニスのプロ選手協会,ＡＴＰ
-1,▽ジャンプ・ノーマルヒル,Ｋ点＝８０メートル
-1,東京大会の本選会シリーズ,東京・銀座の王子ホール
-1,で５月５日まで。月曜休館,４月２０日と５月４日は開館
-1,、新宿区四谷３の７、Ｍｏｌｅ,四谷三丁目駅下車
-1,輸送船「パシフィック・スワン号」,５０００トン
-1,、年齢、職業、電話番号を明記のうえ、手紙,〒５３０—５１　毎日新聞大阪本社新社会面編集室＝住所不要
-1,、千代田区飯田橋３の２の１２、ギャラリー５２,飯田橋駅下車
-1,（２）配当原資がないのに、計約７１億円を株主に違法配当した,商法違反
-1,あて先は〒１００—８０５１毎日新聞地方部「出会いのページ」係,ファクス０３・３２１６・３４３６
-1,毎日新聞社はスポーツを背景にした幅広い分野で優れた実績をあげた人々,団体
-1,羅津,ラジン
-1,賄賂,わいろ
-1,」,ハート出版
-1,、最高裁第１小法廷,小野幹雄裁判長
-1,。,０６・６２１１・２５０６
-1,小西酒造,伊丹市
-1,岡光序治,のぶはる
-1,彼方,かなた
-1,挺身,ていしん
-1,0,第４図
-1,」,主催・毎日新聞社
-1,31,昭和６
-1,辟易,へきえき
-1,さん,当時１８歳
-1,星宿,せいしゅく
-1,梵鐘,ぼんしょう
-1,頂戴,ちょうだい
-1,日未明,日本時間同日朝
-1,ホロコースト,大虐殺
-1,怨,うら
-1,」,東京都北区
-1,」,自民党関係者
-1,著,新潮文庫　５５２円
-1,。,まちだ・こう＝作家・歌手
-1,。　,大野
-1,有権者,２０万８１９４人
-1,００メートル,ダート・１５頭
-1,チケットぴあ,０３・５２３７・９９９０
-1,0,元
-1,。,Ｉ
-1,。,玉置
-1,」,同課
-1,」,都議
-1,密,ひそ
-1,檻,おり
-1,藁,わら
-1,訊,たず
-1,」,市場筋
-1,元,はじめ
-1,戎,えびす
-1,」,早川書房
-1,」,防衛庁首脳
-1,」,大手邦銀幹部
-1,」,ニューヨーク・タイムズ紙
-1,」,苅込謙治・大和証券エクイティ部次長
-1,補填,ほてん
-1,西鉄,現西武
-1,諦観,ていかん
-1,さん,当時４３歳
-1,枕詞,まくらことば
-1,。日ノ岬丸２,０７３８・６２・２０７３
-1,。喪主は妻順子,じゅんこ
-1,「日本版Ｐ＆Ａ,資産・負債の承継
-1,「リプロダクティブヘルス・ライツ」,性と生殖に関する健康と権利
-1,。主催は日本野鳥の会東京支部。参加費は２００円,１８歳以下は無料
-1,教授,メディア法
-1,1939,昭和１４
-1,。千葉県浦安市舞浜１の１,舞浜駅下車
-1,0,５敗
-1,証券取引法違反,損失補てん・利益追加
-1,0,6000
-1,会長,新日本製鉄社長
-1,回戦,８時３０分開始
-1,で、最高裁第２小法廷,河合伸一裁判長
-1,％,労使折半
-1,」,大阪府茨木市
-1,萌芽,ほうが
-1,0,ウクライナ
-1,十二単,ひとえ
-1,本省人,台湾出身者
-1,妻木晩田,むきばんだ
-1,小島貴光,愛知・豊川
-1,イバ・マヨリ,クロアチア
-1,▽ＮＡ１６００,１２周
-1,昭和プラスチックス,本社・大阪府羽曳野市
-1,薪,まき
-1,何故,なぜ
-1,豹変,ひょうへん
-1,、６６,３５、３１
-1,７時,土日２時も
-1,。,笑
-1,揉,も
-1,」,男子
-1,」,山崎氏
-1,氏,自民党
-1,夥,おびただ
-1,」,原文のまま
-1,」,外務省スポークスマン
